"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"549","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"550","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"551","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"552","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"553","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"554","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"555","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"556","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"557","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"558","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"559","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"560","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"561","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"562","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","","","","M"
"563","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","Bbb","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","Fff"
